city,state,country,source,wmonum,latitude,longitude,timezone,elevation,link
DHAKA/TEJGAON_(MIL),-,BGD,SWERA,419230,23.77,90.38,6,9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/BGD_Dhaka.419230_SWERA.zip
Ely Yelland Field,NV,USA,TMY3,724860,39.3,-114.85,-8,1909,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NV_Ely-Yelland.Field.724860_TMY3.zip
ALBANY,NY,USA,TMY2-14735,725180,42.75,-73.8,-5,89,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NY_Albany.725180_TMY2.zip
Iliamna Arpt,AK,USA,TMY3,703400,59.75,-154.92,-9,57,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Iliamna.AP.703400_TMY3.zip
Kota,Rajasthan,IND,ISHRAE,424520,25.15,75.85,5.5,274,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Kota.424520_ISHRAE.zip
Creston,IA,USA,TMY3,725474,41.02,-94.37,-6,394,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Creston.Muni.AP.725474_TMY3.zip
Pingliang,Gansu,CHN,CSWD,539150,35.55,106.67,8,1346.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Gansu.Pingliang.539150_CSWD.zip
Janesville Rock Co,WI,USA,TMY3,726415,42.62,-89.03,-6,246,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WI_Janesville-Rock.County.AP.726415_TMY3.zip
Nanping,Fujian,CHN,CSWD,588340,26.65,118.17,8,125.1,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Fujian.Nanping.588340_CSWD.zip
Potenza,-,ITA,IGDG,163000,40.63,15.8,1,843,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Potenza.163000_IGDG.zip
The Dalles Municipal Arpt,WA,USA,TMY3,726988,45.62,-121.15,-8,73,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_The.Dalles.Muni.AP.726988_TMY3.zip
Sarasota Bradenton,FL,USA,TMY3,722115,27.38,-82.55,-5,10,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Sarasota-Bradenton.Intl.AP.722115_TMY3.zip
Union de Reyes,-,CUB,SWERA,783270,22.77,-81.53,-5,30,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/CUB_Union.de.Reyes.783270_SWERA.zip
HAVANA,-,CUB,IWEC Data,782240,22.98,-82.4,-5,59,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/CUB_Havana.782240_IWEC.zip
Ankangan,Shaanxi,CHN,CSWD,572450,32.72,109.03,8,290.8,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Shaanxi.Ankangan.572450_CSWD.zip
Cambridge Muni,MN,USA,TMY3,727503,45.57,-93.27,-6,287,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Cambridge.Muni.AP.727503_TMY3.zip
Huron,SD,USA,TMY--14936,726540,44.38,-98.22,-6,393,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Huron.Rgnl.AP.726540_TMY.zip
Burgos,-,ESP,SWEC,80750,42.36,-3.62,1,312,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Burgos.080750_SWEC.zip
Xiamen,Fujian,CHN,CSWD,591340,24.48,118.07,8,139.4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Fujian.Xiamen.591340_CSWD.zip
Crotone,-,ITA,IGDG,163500,39.07,17.07,1,158,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Crotone.163500_IGDG.zip
Kelso Wb Ap,WA,USA,TMY3,727924,46.13,-122.9,-8,5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Kelso.AP.727924_TMY3.zip
Mcgrath Arpt,AK,USA,TMY3,702310,62.95,-155.6,-9,105,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_McGrath.AP.702310_TMY3.zip
Wilmington International Arpt,NC,USA,TMY3,723013,34.27,-77.9,-5,9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Wilmington.Intl.AP.723013_TMY3.zip
Burns Municipal Arpt  Uo,OR,USA,TMY3,726830,43.52,-119.02,-8,1271,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_Burns.Muni.AP.726830_TMY3.zip
Huelva,-,ESP,SWEC,83830,37.26,-6.95,1,35,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Huelva.083830_SWEC.zip
Nanxian,Hunan,CHN,CSWD,575740,29.37,112.4,8,36,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Hunan.Nanxian.575740_CSWD.zip
Shreveport,LA,USA,TMY--13957,722480,32.47,-93.82,-6,79,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_LA_Shreveport.Rgnl.AP.722480_TMY.zip
Barkam,Sichuan,CHN,CSWD,561720,31.9,102.23,8,2664.4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Sichuan.Barkam.561720_CSWD.zip
MUMBAI,-,IND,IWEC Data,430030,19.12,72.85,5.5,14,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Mumbai.430030_IWEC.zip
Talkeetna State Arpt,AK,USA,TMY3,702510,62.32,-150.1,-9,105,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Talkeetna.State.AP.702510_TMY3.zip
Atlantic City Intl Ap,NJ,USA,TMY3,724070,39.45,-74.57,-5,18,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.zip
Kuwait Intl Airport,-,KWT,KISR,405820,29.22,47.98,3,55,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/KWT_Kuwait.Intl.AP.405820_KISR.zip
Mangalore,Karnataka,IND,ISHRAE,432840,12.52,74.52,5.5,22,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Mangalore.432840_ISHRAE.zip
CEDAR_CITY,UT,USA,TMY2-93129,724755,37.7,-113.1,-7,1712,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_UT_Cedar.City.724755_TMY2.zip
ERIE,PA,USA,TMY2-14860,725260,42.08,-80.18,-5,225,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Erie.725260_TMY2.zip
Orlando Sanford Airport,FL,USA,TMY3,722057,28.78,-81.25,-5,17,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Orlando-Sanford.AP.722057_TMY3.zip
BRUSSELS,-,BEL,IWEC Data,64510,50.9,4.53,1,58,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/BEL_Brussels.064510_IWEC.zip
Zamosc,-,POL,IMGW,125950,50.75,23.25,1,213,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Zamosc.125950_IMGW.zip
KOTA BAHARU,-,MYS,IWEC Data,486150,6.17,102.28,8,5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/MYS_Kota.Baharu.486150_IWEC.zip
NAIROBI/DAGORETTI_,-,KEN,SWERA,637400,-1.3,36.75,3,1798,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/KEN_Nairobi-Dagoretti.637410_SWERA.zip
SHREVEPORT,LA,USA,TMY2-13957,722480,32.47,-93.82,-6,79,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_LA_Shreveport.722480_TMY2.zip
PARIS_ ORLY,-,FRA,IWEC Data,71490,48.73,2.4,1,96,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/FRA_Paris.Orly.071490_IWEC.zip
Troy Af,AL,USA,TMY3,722267,31.87,-86.02,-6,120,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AL_Troy.Air.Field.722267_TMY3.zip
Kasprowy Wierch,-,POL,IMGW,126500,49.28,19.97,1,1,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Kasprowy.Wierch.126500_IMGW.zip
DELINGHA,-,CHN,SWERA,527370,37.37,97.37,8,2982,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Qinghai.Haixi.Delingha.527370_SWERA.zip
Valencia,-,ESP,SWEC,82840,39.5,-0.47,1,62,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Valencia.082840_SWEC.zip
Qumarleb,Qinghai,CHN,CSWD,560210,34.13,95.78,8,4175,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Qinghai.Qumarleb.560210_CSWD.zip
Marathon Airport,FL,USA,TMY3,722016,24.73,-81.05,-5,2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Marathon.AP.722016_TMY3.zip
Benton Harbor Ross,MI,USA,TMY3,726355,42.13,-86.43,-5,196,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Benton.Harbor-Ross.Field-Twin.Cities.AP.726355_TMY3.zip
San Angelo,TX,USA,TMY--23034,722630,31.37,-100.5,-6,582,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_San.Angelo-Mathis.AP.722630_TMY.zip
Monroe Co,IN,USA,TMY3,724375,39.13,-86.62,-5,264,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IN_Monroe.County.AP.724375_TMY3.zip
Belo Horizonte/Pampulh,-,BRA,SWERA,835830,-19.85,-43.95,-3,785,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/BRA_Belo.Horizonte-Pampulha.835830_SWERA.zip
Tuscaloosa Municipal Ap,AL,USA,TMY3,722286,33.22,-87.62,-6,51,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AL_Tuscaloosa.Muni.AP.722286_TMY3.zip
Grand Rapids,MI,USA,TMY--94860,726350,42.88,-85.52,-5,245,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY.zip
Tacheng,Xinjiang Uygur,CHN,CSWD,511330,46.73,83,8,534.9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Xinjiang.Uygur.Tacheng.511330_CSWD.zip
Lake Hood Seaplane,AK,USA,TMY3,702725,61.18,-149.97,-9,22,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Anchorage-Lake.Hood.Seaplane.Base.702725_TMY3.zip
SANCTI_SPIRITUS,-,CUB,SWERA,783490,21.93,-79.45,-5,65,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/CUB_Sancti.Spiritus.783490_SWERA.zip
HARRISBURG,PA,USA,TMY2-14751,725115,40.22,-76.85,-5,106,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Harrisburg.725115_TMY2.zip
Yakima,WA,USA,TMY--24243,727810,46.57,-120.53,-8,325,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY.zip
BRISTOL,TN,USA,TMY2-13877,723183,36.48,-82.4,-5,459,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Bristol.723183_TMY2.zip
Guilin,Guangxi Zhuang,CHN,CSWD,579570,25.32,110.3,8,164.4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guangxi.Zhuang.Guilin.579570_CSWD.zip
Auburn Opelika Apt,AL,USA,TMY3,722284,32.62,-85.43,-6,236,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AL_Auburn-Opelika.AP.722284_TMY3.zip
Newton Muni,IA,USA,TMY3,725464,41.68,-93.02,-6,290,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Newton.Muni.AP.725464_TMY3.zip
Mackay,QLD,AUS,RMY,943670,-21.12,149.22,10,36,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_QLD.Mackay.943670_RMY.zip
Lihue Airport,HI,USA,TMY3,911650,21.98,-159.33,-10,31,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_HI_Lihue.AP.911650_TMY3.zip
Altoona Blair Co Arpt,PA,USA,TMY3,725126,40.3,-78.32,-5,451,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Altoona-Blair.County.AP.725126_TMY3.zip
Fairchild Afb,WA,USA,TMY3,727855,47.63,-117.65,-8,743,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Fairchild.AFB.727855_TMY3.zip
Portland,ME,USA,TMY--14764,726060,43.65,-70.32,-5,19,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ME_Portland.Intl.Jetport.726060_TMY.zip
Flint,MI,USA,TMY--14826,726370,42.97,-83.75,-5,233,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Flint-Bishop.Intl.AP.726370_TMY.zip
Norfolk Nas,VA,USA,TMY3,723085,36.95,-76.28,-5,10,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_VA_Norfolk.NAS.723085_TMY3.zip
Chippewa Co Intl,MI,USA,TMY3,727344,46.25,-84.47,-5,250,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Chippewa.County.Intl.AP.727344_TMY3.zip
PIERRE,SD,USA,TMY2-24025,726686,44.38,-100.28,-6,526,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Pierre.726686_TMY2.zip
CAIRO,-,EGY,IWEC Data,623660,30.13,31.4,2,74,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/EGY_Cairo.623660_IWEC.zip
MALINDI,-,KEN,SWERA,637990,-3.23,40.1,3,23,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/KEN_Malindi.637990_SWERA.zip
MARSEILLE,-,FRA,IWEC Data,76500,43.45,5.23,1,36,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/FRA_Marseille.076500_IWEC.zip
Houma,Shanxi,CHN,CSWD,539630,35.65,111.37,8,433,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Shanxi.Houma.539630_CSWD.zip
Concord Municipal Arpt,NH,USA,TMY3,726050,43.2,-71.5,-5,106,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NH_Concord.Muni.AP.726050_TMY3.zip
GREENSBORO,NC,USA,TMY2-13723,723170,36.08,-79.95,-5,270,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Greensboro.723170_TMY2.zip
BETTLES,AK,USA,TMY2-26533,701740,66.92,-151.52,-9,205,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Bettles.701740_TMY2.zip
ALLENTOWN,PA,USA,TMY2-14737,725170,40.65,-75.43,-5,117,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Allentown.725170_TMY2.zip
Kamloops,BC,CAN,WYEC2-B-25220,718870,50.7,-120.45,-8,346,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_BC_Kamloops.718870_CWEC.zip
ANKARA,-,TUR,IWEC Data,171280,40.12,32.98,2,949,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/TUR_Ankara.171280_IWEC.zip
MIDLAND,TX,USA,TMY2-23023,722650,31.93,-102.2,-6,871,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Midland-Odessa.722650_TMY2.zip
MANGNAI,-,CHN,SWERA,518860,38.25,90.85,8,2945,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Qinghai.Mangnai.518860_SWERA.zip
Raoyang,Hebei,CHN,CSWD,546060,38.23,115.73,8,19,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Hebei.Raoyang.546060_CSWD.zip
Woomera Aerodrome,SA,AUS,RMY,946590,-31.15,136.82,9.5,168,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_SA.Woomera.Aerodrome.946590_RMY.zip
Longzhou,Guangxi Zhuang,CHN,CSWD,594170,22.33,106.85,8,128.8,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guangxi.Zhuang.Longzhou.594170_CSWD.zip
MOSCOW,-,RUS,IWEC Data,276120,55.75,37.63,3,156,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/RUS_Moscow.276120_IWEC.zip
Huaiyang-Qingjiang,Jiangsu,CHN,CSWD,581440,33.63,119.02,8,14.4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Jiangsu.Huaiyang-Qingjiang.581440_CSWD.zip
Yellowknife,NT,CAN,WYEC2-B-26110,719360,62.47,-114.45,-7,206,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_NT_Yellowknife.719360_CWEC.zip
BEEK,-,NLD,IWEC Data,63800,50.92,5.78,1,116,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/NLD_Beek.063800_IWEC.zip
Boone Muni,IA,USA,TMY3,725486,42.05,-93.85,-6,354,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Boone.Muni.AP.725486_TMY3.zip
San Juan Intl Arpt,PR,PRI,TMY3,785260,18.42,-66,-4,19,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/PRI_San.Juan.Intl.AP.785260_TMY3.zip
Wilmington New Castle Cnty Ap,DE,USA,TMY3,724089,39.67,-75.6,-5,23,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.zip
Shanwei,Guangdong,CHN,CSWD,595010,22.8,115.37,8,17.3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guangdong.Shanwei.595010_CSWD.zip
Vitoria,-,ESP,SWEC,80800,42.85,-2.64,1,82,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Vitoria.080800_SWEC.zip
Gerona,-,ESP,SWEC,81840,41.9,2.77,1,129,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Gerona.081840_SWEC.zip
Tallahassee Regional Ap  Isis,FL,USA,TMY3,722140,30.38,-84.37,-5,21,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.zip
Dillingham  Amos,AK,USA,TMY3,703210,59.05,-158.52,-9,29,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Dillingham.AWOS.703210_TMY3.zip
SINGAPORE,-,SGP,IWEC Data,486980,1.37,103.98,8,16,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/SGP_Singapore.486980_IWEC.zip
GENOVA,-,ITA,IWEC Data,161200,44.42,8.85,1,3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Genova.161200_IWEC.zip
Bhagalpur,Bihar,IND,ISHRAE,424980,25.23,86.95,5.5,49,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Bhagalpur.424980_ISHRAE.zip
ASTORIA,OR,USA,TMY2-94224,727910,46.15,-123.88,-8,7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_Astoria.727910_TMY2.zip
ISTANBUL,-,TUR,IWEC Data,170600,40.97,28.82,2,37,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/TUR_Istanbul.170600_IWEC.zip
Saint Mary S  Awos,AK,USA,TMY3,702005,62.07,-163.3,-9,95,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Saint.Marys.AWOS.702005_TMY3.zip
Funchal,Madeira-Islands,PRT,INETI,85210,32.65,-16.92,0,380,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/PRT_Funchal.Madeira-Islands.085210_INETI.zip
New Orleans Intl Arpt,LA,USA,TMY3,722310,30,-90.25,-6,1,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_LA_New.Orleans.Intl.AP.722310_TMY3.zip
Selawik,AK,USA,TMY3,700197,66.6,-160,-9,8,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Selawik.700197_TMY3.zip
PORTO_NACIONAL_ARPT,-,BRA,SWERA,830630,-10.7,-48.4,-3,290,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/BRA_Porto.Nacional.830630_SWERA.zip
Monticello Muni,IA,USA,TMY3,725475,42.23,-91.17,-6,259,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Monticello.Muni.AP.725475_TMY3.zip
Shearwater,NS,CAN,WYEC2-B-14633,716010,44.63,-63.5,-4,51,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_NS_Shearwater.716010_CWEC.zip
Minneapolis-St Paul,MN,USA,TMY--14922,726580,44.88,-93.22,-6,255,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY.zip
Zamora,-,ESP,SWEC,81300,41.5,-5.91,1,82,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Zamora.081300_SWEC.zip
Suwalki,-,POL,IMGW,121950,54.1,22.93,1,186,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Suwalki.121950_IMGW.zip
Baltimore Blt Washngtn IntL,MD,USA,TMY3,724060,39.17,-76.68,-5,45,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.zip
GULKANA,AK,USA,TMY2-26425,702710,62.15,-145.45,-9,481,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Gulkana.702710_TMY2.zip
Yuanping,Shanxi,CHN,CSWD,536730,38.73,112.72,8,828.2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Shanxi.Yuanping.536730_CSWD.zip
BANGKOK,-,THA,IWEC Data,484560,13.92,100.6,7,12,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/THA_Bangkok.484560_IWEC.zip
Ratnagiri,Maharashtra,IND,ISHRAE,431100,16.98,73.33,5.5,67,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Ratnagiri.431100_ISHRAE.zip
Ironwood  Awos,MI,USA,TMY3,727445,46.53,-90.13,-6,375,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Ironwood.AWOS.727445_TMY3.zip
Flying Cloud,MN,USA,TMY3,726579,44.82,-93.45,-6,283,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Edin.Prairie-Flying.Cloud.AP.726579_TMY3.zip
Guadalajara,-,ESP,SWEC,82260,40.63,-3.16,1,608,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Guadalajara.082260_SWEC.zip
Dayton Wright Patterson Afb,OH,USA,TMY3,745700,39.83,-84.05,-5,250,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY3.zip
DIJON,-,FRA,IWEC Data,72800,47.27,5.08,1,227,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/FRA_Dijon.072800_IWEC.zip
